year,mileage,engine_size,horsepower,fuel_type,transmission,brand,condition,accident_count,num_owners,price
2018,90434,5.0,332,gasoline,automatic,Honda,excellent,0,1,40862.53
2015,89427,4.0,183,gasoline,automatic,Chevrolet,fair,1,1,14624.64
2014,81219,2.5,482,hybrid,automatic,Nissan,fair,2,2,20981.89
2004,19471,4.0,373,gasoline,automatic,Mercedes,good,0,3,55221.49
2020,42430,4.0,329,gasoline,automatic,Hyundai,fair,1,5,17480.7
2020,186356,2.5,273,diesel,automatic,BMW,excellent,0,3,56301.7
2018,6749,2.0,473,hybrid,automatic,Mercedes,good,0,1,87007.6
2001,6757,3.5,440,gasoline,automatic,Mercedes,excellent,1,4,53822.55
2013,141780,2.5,120,gasoline,automatic,Ford,good,0,2,12352.89
2017,199645,1.4,292,gasoline,automatic,Nissan,good,0,1,13495.36
2006,194773,3.5,132,diesel,manual,BMW,good,0,1,15769.3
2009,134644,3.0,438,gasoline,cvt,BMW,excellent,0,1,51915.77
2016,198429,4.0,459,diesel,automatic,Toyota,excellent,1,2,36444.71
2004,101521,3.5,244,diesel,automatic,Honda,good,0,2,17413.02
2002,117206,3.5,191,gasoline,manual,Honda,excellent,0,1,14813.38
2017,140956,4.0,488,gasoline,automatic,Ford,poor,1,3,16384.76
2010,139325,1.6,459,hybrid,automatic,BMW,good,1,2,40931.55
2014,31491,1.6,258,hybrid,automatic,Hyundai,good,1,3,18581.9
2005,104614,2.5,428,gasoline,manual,Nissan,good,0,2,15288.07
2012,88384,4.0,396,electric,automatic,Kia,fair,0,1,18781.44
2008,177598,3.0,495,gasoline,automatic,Toyota,fair,1,3,16351.52
2014,144733,3.5,208,hybrid,automatic,Nissan,good,2,2,17621.3
2011,85223,2.0,337,hybrid,automatic,Audi,excellent,0,2,55689.05
2008,180350,5.0,151,gasoline,automatic,Nissan,excellent,3,3,10377.57
2007,76806,2.0,410,gasoline,automatic,Toyota,good,1,4,23097.27
2002,36332,1.4,371,gasoline,automatic,Chevrolet,excellent,0,2,19182.64
2001,15060,2.5,418,electric,manual,Chevrolet,excellent,0,2,27663.7
2001,46814,2.5,488,hybrid,automatic,Ford,fair,0,2,14811.92
2002,41484,3.5,370,gasoline,automatic,Hyundai,excellent,1,1,20202.18
2005,98196,1.6,306,gasoline,automatic,Mercedes,poor,0,2,12517.31
2007,129782,4.0,205,gasoline,automatic,Kia,good,3,1,7020.14
2009,190247,1.8,389,diesel,automatic,Ford,good,0,3,17909.54
2020,6106,1.6,214,gasoline,cvt,Ford,excellent,0,2,28877.67
2012,98173,1.8,403,gasoline,automatic,Audi,excellent,0,1,55537.34
2014,15125,1.4,489,gasoline,manual,Chevrolet,good,1,1,25322.31
2018,4051,1.6,190,hybrid,automatic,Honda,good,4,1,24556.6
2018,108100,1.4,187,gasoline,cvt,Mercedes,excellent,2,2,44826.36
2023,146595,2.0,304,gasoline,manual,Nissan,excellent,0,3,28643.11
2005,8198,1.6,150,gasoline,automatic,Hyundai,good,0,3,11763.05
2006,104639,3.5,455,gasoline,manual,Ford,fair,0,1,12052.45
2002,48863,1.8,333,hybrid,cvt,Nissan,excellent,0,1,20980.29
2016,142323,5.0,443,hybrid,automatic,Mercedes,excellent,0,3,90277.4
2004,133337,1.6,481,electric,cvt,Ford,excellent,0,1,20945.55
2017,50826,3.0,292,gasoline,manual,Mercedes,good,1,2,55392.77
2005,179585,2.0,462,electric,automatic,Toyota,fair,0,3,15101.97
2006,106987,1.4,447,diesel,automatic,Honda,fair,5,1,11533.36
2006,45152,3.5,457,diesel,automatic,Ford,excellent,5,1,25136.25
2015,148048,3.0,265,gasoline,automatic,Audi,poor,0,3,20393.39
2022,25761,1.4,294,diesel,automatic,Kia,fair,5,1,17196.21
2023,172887,3.5,166,gasoline,manual,Ford,good,0,1,19731.11
2000,199436,1.8,364,diesel,automatic,BMW,good,0,1,13616.18
2010,138590,3.5,344,diesel,automatic,Ford,excellent,5,1,18484.69
2022,95861,1.8,202,gasoline,automatic,Toyota,excellent,0,4,30683.28
2019,13966,5.0,170,gasoline,cvt,Kia,excellent,4,1,25415.66
2015,105811,4.0,336,diesel,automatic,Hyundai,good,1,1,24224.67
2009,21759,1.8,406,electric,automatic,Honda,fair,2,2,21376.17
2017,146377,4.0,301,gasoline,automatic,Audi,good,0,1,51283.72
2017,60885,2.5,291,gasoline,automatic,Ford,good,0,1,26686.09
2010,150549,1.6,401,diesel,automatic,Audi,excellent,0,3,42998.07
2016,172552,2.5,395,hybrid,manual,Mercedes,good,3,2,44284.47
2009,167740,1.8,183,diesel,automatic,Honda,excellent,0,2,14035.8
2008,158766,2.5,347,gasoline,cvt,BMW,excellent,0,2,34156.34
2007,79549,1.4,345,gasoline,automatic,BMW,good,0,2,35264.65
2008,65674,1.6,187,gasoline,automatic,Kia,good,0,1,14335.79
2006,18397,3.0,385,diesel,automatic,Nissan,excellent,1,4,30261.87
2013,161147,3.5,384,gasoline,automatic,Honda,good,0,1,23098.99
2018,83239,5.0,498,diesel,automatic,BMW,good,1,2,75117.47
2011,153085,3.5,82,hybrid,cvt,Audi,fair,0,5,17686.63
2012,59105,1.4,462,gasoline,automatic,Toyota,excellent,0,1,34946.57
2004,143485,3.0,490,electric,automatic,Kia,excellent,0,1,20700.8
2014,114532,1.4,166,gasoline,cvt,Chevrolet,good,0,1,14905.79
2014,158319,5.0,109,gasoline,cvt,Kia,good,0,4,11085.73
2011,123378,5.0,220,hybrid,cvt,Nissan,good,4,1,16663.1
2000,39000,2.5,314,diesel,automatic,Hyundai,fair,1,3,11127.99
2020,170316,2.5,96,diesel,automatic,Toyota,good,0,2,21645.55
2016,185917,1.4,93,electric,manual,Toyota,fair,0,5,6833.45
2020,91951,5.0,434,diesel,automatic,Hyundai,good,1,2,32838.78
2017,5010,3.0,350,gasoline,automatic,Audi,good,0,1,64269.96
2000,43026,4.0,439,gasoline,automatic,Honda,good,2,2,19100.55
2014,146218,2.5,210,gasoline,automatic,Toyota,good,1,1,17291.95
2023,155779,3.5,443,gasoline,manual,Honda,excellent,0,1,35875.12
2011,132134,3.0,476,gasoline,cvt,Chevrolet,excellent,0,1,24866.69
2014,29953,2.5,365,diesel,manual,Audi,good,0,1,57124.58
2003,161064,3.0,250,gasoline,automatic,Hyundai,excellent,2,3,4926.39
2013,119838,4.0,326,diesel,automatic,Ford,poor,1,2,11935.1
2005,153934,2.5,122,gasoline,cvt,Nissan,good,4,5,2097.28
2017,56154,1.4,189,hybrid,cvt,Kia,fair,0,2,14307.83
2016,15503,1.4,393,gasoline,manual,Nissan,fair,0,1,19463.74
2006,69280,2.0,451,hybrid,manual,Honda,fair,0,2,17356.79
2023,183891,1.8,319,gasoline,manual,Hyundai,good,1,2,15953.76
2004,99925,1.4,403,hybrid,automatic,Kia,poor,0,1,10330.49
2008,171393,2.0,200,gasoline,cvt,Audi,excellent,1,2,19465.79
2006,148708,5.0,461,diesel,automatic,BMW,good,0,1,50695.36
2017,87120,1.4,249,gasoline,automatic,Hyundai,fair,0,1,11531.21
2022,151369,2.5,351,gasoline,manual,Toyota,good,0,3,27822.68
2014,183403,3.0,265,gasoline,automatic,Honda,excellent,0,1,21733.73
2002,161854,3.5,148,diesel,manual,Hyundai,good,0,4,4808.87
2004,75691,5.0,199,diesel,cvt,Toyota,poor,3,1,9043.25
2007,13644,1.6,108,gasoline,automatic,Audi,good,0,1,29049.06
2007,174051,4.0,201,gasoline,cvt,Toyota,fair,0,2,8614.57
2020,19390,3.5,183,gasoline,automatic,Kia,fair,0,1,17862.83
2008,129693,3.5,163,hybrid,automatic,BMW,good,1,1,32533.02
2012,104689,3.0,133,electric,manual,Kia,excellent,1,2,15247.77
2001,72765,1.6,122,gasoline,manual,Toyota,fair,2,2,4832.73
2000,7712,1.8,95,gasoline,automatic,Honda,good,1,1,9420.51
2003,89239,1.8,258,gasoline,manual,BMW,excellent,1,1,23199.97
2010,136504,1.6,170,diesel,cvt,Honda,good,0,1,12422.81
2020,188476,2.0,206,gasoline,automatic,BMW,excellent,2,2,37675.64
2001,186261,2.5,331,gasoline,manual,Toyota,fair,0,1,6643.17
2018,175042,2.0,464,hybrid,manual,Audi,excellent,4,2,45005.71
2019,36459,2.5,194,gasoline,automatic,Toyota,good,2,1,28096.8
2010,132076,4.0,133,gasoline,automatic,Chevrolet,good,0,1,13974.29
2004,80778,2.0,466,gasoline,automatic,Hyundai,good,3,1,14270.55
2007,58857,3.5,242,gasoline,automatic,Audi,excellent,1,1,43724.57
2023,156989,5.0,230,diesel,automatic,Chevrolet,poor,1,2,12514.54
2020,32853,1.4,330,gasoline,automatic,Ford,good,0,3,25842.78
2008,141393,3.0,252,diesel,cvt,Nissan,fair,0,4,10761.05
2009,84042,2.5,259,gasoline,automatic,Audi,good,1,1,33648.74
2016,24861,3.5,257,gasoline,automatic,Chevrolet,good,0,3,24521.97
2005,76592,3.5,441,hybrid,automatic,Mercedes,excellent,0,2,69590.96
2010,158154,1.6,353,gasoline,automatic,Audi,good,0,1,28786.54
2017,88306,3.5,237,gasoline,manual,Audi,fair,0,2,32973.39
2020,140313,3.5,252,gasoline,manual,Honda,fair,0,2,17253.3
2004,65349,3.5,487,electric,manual,Kia,excellent,2,1,27381.03
2007,57194,1.6,282,diesel,automatic,Nissan,good,2,3,14315.84
2002,70580,3.0,246,hybrid,automatic,Chevrolet,good,0,5,12710.96
2020,79348,2.0,93,gasoline,cvt,Honda,good,1,2,22713.71
2008,43090,2.0,426,hybrid,automatic,Ford,good,3,3,21565.81
2012,145132,2.5,388,gasoline,automatic,Mercedes,excellent,0,1,57683.57
2000,190951,1.4,305,gasoline,automatic,Mercedes,excellent,0,2,13373.07
2001,1513,1.6,425,hybrid,automatic,Nissan,fair,1,1,16912.41
2021,126770,2.5,202,diesel,manual,Honda,excellent,2,1,23297.12
2022,188235,2.0,434,gasoline,automatic,Ford,good,0,1,27244.41
2000,161981,5.0,225,diesel,manual,BMW,good,0,2,22016.54
2010,19567,2.5,322,gasoline,automatic,Ford,good,0,1,22920.48
2013,22017,5.0,486,electric,automatic,Audi,fair,3,2,58695.15
2005,89466,5.0,132,gasoline,automatic,Ford,poor,0,1,8701.12
2006,112311,1.8,248,electric,cvt,Audi,good,0,1,28714.1
2013,104380,2.0,245,gasoline,manual,Mercedes,good,0,1,40007.28
2023,78216,5.0,141,hybrid,cvt,Kia,good,0,1,24609.93
2011,137298,3.5,281,diesel,automatic,Ford,fair,0,2,13278.8
2006,166762,1.4,311,gasoline,automatic,Kia,good,1,3,6217.88
2015,120141,2.0,286,gasoline,manual,Audi,good,2,1,32397.36
2001,52473,1.4,106,diesel,automatic,Nissan,poor,0,1,3849.59
2003,181827,5.0,215,gasoline,cvt,Nissan,excellent,2,1,11208.88
2012,56247,4.0,481,gasoline,manual,Toyota,poor,0,4,13730.61
2012,70333,3.5,194,hybrid,automatic,Ford,good,0,5,22115.35
2001,21929,3.0,101,gasoline,automatic,Honda,fair,1,1,8498.42
2010,35235,3.5,397,gasoline,automatic,Toyota,excellent,0,3,33992.41
2016,199371,4.0,324,diesel,automatic,Kia,good,0,1,17844.56
2011,45350,1.4,474,gasoline,automatic,BMW,excellent,0,1,64972.37
2008,110724,5.0,400,hybrid,automatic,Chevrolet,good,0,4,24678.12
2005,122848,4.0,99,gasoline,automatic,Hyundai,fair,3,1,2567.37
2001,4701,3.5,216,gasoline,automatic,BMW,good,0,2,35007.9
2008,101176,2.5,126,diesel,cvt,Nissan,poor,0,4,6696.37
2016,15179,1.4,239,electric,automatic,Audi,excellent,0,1,73370.55
2006,81277,5.0,335,diesel,automatic,Nissan,fair,0,2,16346.31
2003,5515,1.8,442,diesel,automatic,Mercedes,excellent,0,1,68687.65
2023,83302,5.0,263,gasoline,cvt,BMW,excellent,0,4,75772.83
2012,91445,4.0,288,gasoline,automatic,Hyundai,good,1,1,20407.3
2018,176210,2.0,184,gasoline,manual,Toyota,good,0,2,17107.48
2004,61519,4.0,245,hybrid,manual,Nissan,good,0,1,19050.92
2011,14810,4.0,175,diesel,automatic,Honda,good,0,2,26681.24
2002,38083,5.0,191,gasoline,automatic,Kia,excellent,0,1,15001.45
2001,157923,1.8,211,hybrid,automatic,Toyota,poor,0,1,3508.19
2017,35000,1.4,351,gasoline,automatic,BMW,good,1,1,53988.99
2016,54267,2.5,307,diesel,automatic,BMW,good,1,5,54410.26
2020,107778,2.5,185,gasoline,manual,Ford,excellent,0,4,23229.4
2010,141483,5.0,98,gasoline,cvt,BMW,excellent,2,2,31644.17
2009,136121,3.5,306,diesel,cvt,Hyundai,good,3,1,13254.5
2005,139243,3.0,379,diesel,automatic,Kia,good,1,2,10814.57
2008,106513,4.0,246,gasoline,manual,Mercedes,fair,2,2,24950.79
2002,58365,5.0,347,gasoline,cvt,Hyundai,fair,2,3,10655.9
2001,117101,2.0,124,electric,automatic,Mercedes,excellent,0,2,17961.02
2005,78692,2.0,370,diesel,automatic,Honda,poor,0,1,11791.03
2004,135655,3.5,470,gasoline,automatic,Toyota,good,1,2,21814.02
2004,194671,4.0,293,diesel,manual,BMW,good,1,1,21362.73
2018,8725,1.8,85,gasoline,automatic,Audi,good,0,3,43801.8
2001,94703,1.6,467,gasoline,manual,Ford,good,1,1,12954.89
2001,71597,2.5,373,gasoline,automatic,Kia,good,0,1,14657.36
2016,15740,3.0,278,gasoline,automatic,Hyundai,good,0,4,23381.96
2018,48956,5.0,429,gasoline,automatic,Mercedes,good,1,1,80360.04
2007,132967,1.6,158,hybrid,automatic,Audi,excellent,0,3,25149.22
2008,195846,3.0,343,hybrid,automatic,Hyundai,excellent,1,2,15567.84
2013,104715,1.6,306,gasoline,manual,Hyundai,fair,0,4,12598.61
2019,137439,3.0,107,gasoline,automatic,Audi,excellent,2,4,36142.33
2021,178362,1.6,479,gasoline,automatic,Mercedes,good,0,2,58670.58
2014,11480,1.4,446,gasoline,manual,Honda,good,0,1,30051.32
2009,15385,3.0,317,gasoline,manual,BMW,good,2,4,37606.59
2023,33407,2.0,369,gasoline,automatic,Kia,good,0,1,26768.84
2008,147462,1.8,371,gasoline,cvt,Kia,excellent,0,3,14931.84
2017,26580,1.8,176,gasoline,automatic,Honda,poor,1,2,10674.13
2021,93909,2.0,290,hybrid,automatic,Ford,fair,1,2,18515.8
2004,156102,2.5,305,gasoline,automatic,Audi,excellent,1,2,22571.37
2012,192458,2.5,298,gasoline,automatic,BMW,good,0,5,28092.68
2016,135833,3.5,482,hybrid,cvt,Chevrolet,good,1,2,29434.21
2002,79274,1.6,389,gasoline,automatic,Audi,poor,0,2,13845.07
2000,103027,3.0,295,gasoline,automatic,Hyundai,excellent,1,3,10457.82
2016,28949,2.0,357,gasoline,automatic,Audi,fair,0,1,43080.48
2018,92692,3.0,396,gasoline,automatic,Honda,good,0,1,33951.76
2010,125879,5.0,185,hybrid,manual,Chevrolet,excellent,0,1,22384.4
2013,94470,3.5,477,hybrid,automatic,Ford,excellent,0,3,35948.74
2016,76603,2.5,298,hybrid,cvt,Toyota,fair,0,1,21908.43
2001,109275,2.0,200,gasoline,cvt,Nissan,fair,1,2,2646.49
2003,111017,2.5,176,hybrid,automatic,Honda,excellent,0,2,12726.79
2003,162055,1.6,97,diesel,automatic,Nissan,poor,0,4,500.0
2001,36389,4.0,367,diesel,automatic,Kia,poor,0,1,11417.89
2002,93355,2.5,100,gasoline,automatic,Hyundai,excellent,0,1,8048.35
2021,70157,1.8,365,electric,manual,Chevrolet,poor,1,1,16291.83
2007,11025,2.5,493,electric,automatic,Toyota,fair,0,2,27963.05
2017,60717,3.0,292,electric,automatic,Chevrolet,good,0,2,30052.9
2005,181269,2.5,361,gasoline,manual,Mercedes,good,1,3,20038.59
2019,76170,2.5,450,gasoline,cvt,Nissan,fair,1,3,20803.34
2021,114024,3.5,243,gasoline,manual,Kia,excellent,3,3,17367.91
2008,191071,3.0,381,gasoline,automatic,Nissan,good,0,4,13716.16
2006,108814,1.6,89,diesel,automatic,Audi,good,0,3,17195.77
2007,178759,3.5,95,diesel,automatic,Kia,good,0,1,8555.06
2022,136062,1.8,282,gasoline,manual,Kia,good,2,2,16557.98
2011,73950,3.5,185,gasoline,automatic,BMW,excellent,0,3,46701.6
2013,163416,2.0,497,hybrid,manual,Audi,good,0,2,46294.66
2009,83223,5.0,394,gasoline,cvt,Mercedes,excellent,0,4,65890.22
2017,143234,1.8,197,hybrid,manual,Toyota,fair,0,3,14462.7
2006,106150,2.0,282,gasoline,cvt,Chevrolet,fair,1,1,7821.27
2023,23546,3.5,406,gasoline,manual,Mercedes,excellent,3,2,82932.32
2020,114111,3.0,212,gasoline,automatic,Mercedes,fair,0,1,41090.64
2023,91116,3.0,253,electric,manual,Kia,good,1,2,25129.96
2007,164408,4.0,241,diesel,manual,Mercedes,excellent,1,1,36075.22
2006,164086,2.0,403,gasoline,automatic,Ford,poor,0,5,4933.58
2001,185398,1.8,143,gasoline,cvt,Audi,good,0,4,1826.76
2007,169094,3.5,323,hybrid,automatic,Audi,good,0,4,34113.73
2015,94597,2.0,321,gasoline,automatic,Ford,excellent,0,3,24857.17
2008,173080,3.5,132,hybrid,automatic,Toyota,poor,0,4,7957.22
2018,5069,4.0,369,diesel,automatic,Mercedes,excellent,3,1,94959.82
2007,116956,5.0,340,electric,cvt,BMW,good,0,1,56528.49
2012,110542,1.8,301,diesel,automatic,Mercedes,good,2,1,42149.7
2018,28625,1.8,156,gasoline,automatic,Toyota,excellent,4,4,25441.16
2019,158082,1.8,216,gasoline,automatic,Chevrolet,fair,0,2,11805.28
2004,11415,3.0,434,diesel,manual,Chevrolet,excellent,0,1,25779.61
2011,114037,3.5,262,gasoline,automatic,Honda,fair,0,3,15526.69
2020,37048,5.0,405,diesel,automatic,Audi,poor,0,2,38696.5
2010,14841,5.0,383,diesel,automatic,Hyundai,poor,0,2,12290.99
2012,90680,2.5,320,hybrid,manual,BMW,good,0,3,44148.53
2010,146738,1.8,406,diesel,cvt,BMW,good,1,1,35131.5
2023,170117,2.5,462,diesel,automatic,Kia,fair,0,1,20663.39
2006,149773,5.0,162,hybrid,automatic,Audi,fair,0,1,25587.69
2000,4202,3.0,97,diesel,automatic,Mercedes,good,1,1,28778.16
2000,28960,4.0,439,diesel,cvt,Nissan,good,0,1,23705.15
2023,163359,2.5,480,gasoline,manual,Kia,fair,1,3,13896.19
2011,63850,1.8,490,hybrid,automatic,Toyota,fair,2,5,21117.46
2020,86601,1.4,309,gasoline,cvt,BMW,good,0,1,48870.9
2023,29313,1.6,231,gasoline,automatic,Audi,poor,1,1,27721.52
2013,118953,1.8,375,gasoline,automatic,Kia,fair,0,2,12686.81
2000,168484,2.0,84,gasoline,automatic,Honda,good,0,1,500.0
2022,92240,1.8,154,gasoline,automatic,Audi,excellent,0,1,55768.65
2002,109528,2.5,109,gasoline,automatic,Kia,fair,1,3,6593.22
2020,138523,1.8,417,gasoline,manual,BMW,excellent,1,1,58539.67
2015,116893,4.0,414,electric,automatic,Kia,good,2,2,26229.49
2000,111915,3.0,340,diesel,cvt,BMW,excellent,1,3,29817.36
2004,16224,2.5,457,gasoline,manual,Audi,good,2,1,38637.8
2016,21628,1.4,149,gasoline,automatic,Kia,excellent,1,2,19908.5
2000,22991,2.0,221,gasoline,automatic,Chevrolet,excellent,1,1,16625.43
2012,71322,1.8,170,gasoline,automatic,Toyota,good,0,1,17528.49
2022,199112,2.0,205,electric,manual,Mercedes,excellent,1,2,54130.28
2012,174546,3.5,163,gasoline,manual,Honda,excellent,1,1,12900.88
2014,63978,1.8,399,gasoline,automatic,Audi,excellent,4,3,47121.3
2000,158218,2.5,253,gasoline,cvt,Nissan,good,0,3,4900.16
2008,175557,4.0,224,diesel,automatic,Nissan,fair,3,4,5105.01
2015,87047,2.0,416,gasoline,cvt,Nissan,fair,1,1,17821.85
2020,22402,1.8,333,gasoline,automatic,Hyundai,good,0,4,23664.63
2009,168553,1.6,474,diesel,cvt,Kia,fair,3,3,6059.07
2004,90463,2.0,286,electric,cvt,Hyundai,good,0,1,12242.82
2020,71097,1.6,308,gasoline,automatic,Nissan,good,1,3,22024.02
2000,16408,3.0,281,gasoline,automatic,Hyundai,excellent,0,2,17926.49
2020,14800,3.0,140,gasoline,automatic,BMW,fair,1,1,40946.52
2012,98326,5.0,310,gasoline,cvt,Honda,excellent,2,2,27197.1
2000,132439,1.6,394,electric,automatic,Mercedes,good,0,1,31415.3
2011,60629,4.0,204,gasoline,cvt,Kia,fair,0,5,12339.39
2017,35740,1.6,217,gasoline,automatic,Audi,good,0,2,46739.83
2002,26847,3.0,458,electric,automatic,Audi,good,1,3,51971.34
2010,1009,3.0,420,diesel,automatic,Chevrolet,good,4,1,21904.67
2007,149893,4.0,320,gasoline,automatic,Mercedes,excellent,0,1,46268.1
2000,187280,3.0,311,diesel,automatic,Honda,poor,2,2,3442.58
2012,2278,1.8,464,diesel,automatic,Nissan,fair,0,2,25049.85
2011,190471,3.0,231,hybrid,automatic,Honda,good,0,2,16198.1
2018,134102,3.5,103,gasoline,automatic,Toyota,good,0,1,20415.68
2018,172445,3.5,123,gasoline,automatic,BMW,good,1,1,33857.24
2005,85161,2.0,80,diesel,manual,Mercedes,good,1,1,18698.48
2022,77538,2.0,316,gasoline,manual,Toyota,good,1,4,27338.05
2007,5822,1.4,362,gasoline,automatic,Ford,excellent,1,1,22818.72
2005,89041,1.4,150,gasoline,manual,Hyundai,good,0,2,7343.14
2011,105881,1.6,462,gasoline,automatic,Nissan,good,0,2,21425.9
2001,86573,2.0,224,diesel,manual,Hyundai,excellent,0,1,11120.16
2023,41246,4.0,96,gasoline,automatic,Ford,excellent,2,1,30674.9
2006,171654,5.0,292,gasoline,automatic,Mercedes,poor,5,1,9224.17
2001,164685,3.0,405,hybrid,manual,Honda,good,0,5,11915.59
2003,102829,2.0,237,diesel,cvt,Mercedes,good,1,4,20292.1
2005,63145,1.6,143,gasoline,automatic,Audi,good,0,1,22900.77
2022,135594,2.0,377,gasoline,automatic,Kia,good,2,2,18947.11
2001,32737,4.0,143,diesel,manual,Honda,excellent,0,1,17489.9
2010,46010,1.6,394,gasoline,automatic,Hyundai,excellent,2,3,17415.53
2014,116296,5.0,229,diesel,automatic,Kia,excellent,0,2,25064.57
2020,55831,2.5,412,hybrid,automatic,Toyota,good,0,2,39962.82
2000,58527,4.0,204,electric,manual,Toyota,good,0,2,15707.38
2007,38838,3.0,233,diesel,cvt,Hyundai,fair,0,1,9172.61
2013,122882,1.8,125,gasoline,automatic,Audi,excellent,1,1,31229.12
2018,172663,3.0,81,hybrid,automatic,Honda,excellent,2,3,18671.59
2022,57068,5.0,328,gasoline,automatic,Ford,excellent,1,1,40781.91
2019,19407,2.0,97,diesel,automatic,Chevrolet,fair,0,1,16839.47
2015,116566,5.0,449,electric,automatic,Toyota,good,1,4,39687.13
2017,60540,3.0,105,gasoline,automatic,Nissan,fair,1,1,16651.37
2020,4639,3.5,355,diesel,automatic,Chevrolet,fair,0,1,24044.98
2010,44006,1.4,266,hybrid,automatic,Toyota,excellent,0,2,27827.92
2016,166725,2.5,236,gasoline,automatic,Kia,fair,1,1,11552.37
2018,8756,3.0,417,diesel,automatic,Nissan,good,0,1,38426.29
2002,4099,2.0,233,hybrid,cvt,Mercedes,good,1,2,34452.61
2010,18007,1.6,123,hybrid,automatic,Audi,excellent,0,1,46960.97
2006,102259,2.0,418,gasoline,automatic,Audi,good,3,3,28778.28
2019,162168,1.4,147,diesel,manual,Honda,poor,1,2,8314.74
2005,4604,4.0,389,gasoline,manual,Honda,excellent,1,4,24453.42
2004,121862,1.6,108,gasoline,automatic,Chevrolet,good,1,1,6172.64
2009,8362,4.0,311,gasoline,automatic,Ford,excellent,3,4,23218.46
2010,184695,4.0,466,gasoline,automatic,Kia,excellent,1,1,20283.89
2023,178220,1.4,208,electric,cvt,Hyundai,excellent,1,2,21549.12
2001,43253,2.5,241,electric,automatic,Ford,good,4,3,9634.64
2007,82524,2.5,220,hybrid,automatic,Audi,good,4,1,24795.06
2015,29564,3.5,214,hybrid,automatic,Mercedes,fair,3,3,41276.38
2001,143724,5.0,144,gasoline,automatic,Chevrolet,good,4,1,3467.58
2016,99893,2.0,179,gasoline,cvt,Chevrolet,excellent,3,1,17943.45
2001,91325,3.5,348,hybrid,automatic,Mercedes,good,5,4,21952.24
2008,54594,4.0,246,gasoline,automatic,Nissan,fair,0,1,17997.4
2002,55826,2.0,359,gasoline,cvt,Honda,good,3,1,12028.03
2004,181639,2.0,369,electric,automatic,Nissan,fair,2,2,10507.92
2021,75129,4.0,409,diesel,automatic,Kia,good,0,3,32409.12
2014,174317,3.0,310,hybrid,manual,Honda,excellent,0,1,24519.31
2017,99038,5.0,360,hybrid,automatic,Chevrolet,poor,0,3,17184.63
2000,31889,1.4,476,gasoline,cvt,Ford,good,1,2,13893.06
2010,151315,2.5,177,gasoline,automatic,Kia,poor,3,1,3800.66
2005,30960,3.0,207,gasoline,automatic,Hyundai,good,0,2,14582.5
2022,177425,1.4,185,gasoline,manual,Toyota,excellent,0,2,23000.48
2016,29811,1.8,344,gasoline,automatic,Ford,fair,1,2,16109.79
2015,118851,1.8,173,diesel,automatic,Nissan,excellent,3,1,19194.04
2003,129427,2.5,306,electric,cvt,Audi,poor,0,3,13637.01
2016,191381,5.0,111,gasoline,cvt,Kia,good,0,1,15162.63
2008,37294,5.0,457,gasoline,manual,Honda,good,0,1,29653.29
2009,113580,2.5,335,gasoline,cvt,Kia,fair,2,2,7445.32
2017,113570,1.6,88,diesel,automatic,Honda,poor,0,1,11577.77
2022,174667,3.0,422,electric,automatic,Kia,excellent,0,1,35484.54
2013,61119,2.0,250,diesel,automatic,Ford,good,0,2,21279.53
2008,163492,1.6,221,gasoline,cvt,Hyundai,excellent,2,3,6243.68
2019,48570,1.6,453,diesel,automatic,Hyundai,good,0,5,30309.04
2012,46837,3.0,147,gasoline,automatic,Ford,good,1,2,18363.37
2021,132779,2.0,167,hybrid,automatic,Ford,fair,0,3,17310.44
2007,9231,2.0,232,gasoline,automatic,Audi,excellent,0,1,45836.21
